playerName,team,games,points,rebounds,assists,threes,pointsPerGame,reboundsPerGame,assistsPerGame,threesPerGame
Trevor Keels,MIA,3,18.4,5.8,6.4,4.7,6.13,1.93,2.13,1.57
Kyle Lowry,PHI,7,18.4,5.4,11.600000000000001,3.6,2.63,0.77,1.66,0.51
Wendell Moore Jr.,BOS,7,18.3,12.8,8.2,0,2.61,1.83,1.17,0
TyTy Washington Jr.,LAC,6,17.9,2.1999999999999997,13.200000000000001,2.1999999999999997,2.98,0.37,2.2,0.37
Adou Thiero,LAL,11,17.9,11.9,3.7,0,1.63,1.08,0.34,0
Tristan Enaruna,CLE,6,17.799999999999997,9.8,2.2,0,2.97,1.63,0.37,0
Alex Morales,ORL,2,16.900000000000002,15.1,7.6,3.4,8.45,7.55,3.8,1.7
Reece Beekman,ORL,3,16.9,2.6,10.5,0,5.63,0.87,3.5,0
Koby Brea,PHX,6,16.9,2.3,6.199999999999999,3.7,2.82,0.38,1.03,0.62
Tyson Etienne,BKN,9,16.4,0,0.6,5.5,1.82,0,0.07,0.61
Colby Jones,DET,3,16.4,7.5,1.1,6.3999999999999995,5.47,2.5,0.37,2.13
Lawson Lovering,MEM,4,16.2,16.6,5.300000000000001,0,4.05,4.15,1.33,0
MarJon Beauchamp,PHI,1,16,10.3,10.3,2.6,16,10.3,10.3,2.6
Skal Labissiere,WAS,3,15.9,15.3,5.3,1.5,5.3,5.1,1.77,0.5
Zack Austin,OKC,4,15.7,5.799999999999999,0,2.6,3.93,1.45,0,0.65
Eric Gordon,PHI,7,15.399999999999999,0.4,4,2.8,2.2,0.06,0.57,0.4
Tosan Evbuomwan,NYK,6,14.999999999999998,6.7,7.5,3.4,2.5,1.12,1.25,0.57
Colin Castleton,ORL,2,14.9,11,0,0,7.45,5.5,0,0
Vladislav Goldin,MIA,4,14.8,3.3,1.5,0,3.7,0.83,0.38,0
N'Faly Dante,ATL,7,14.8,34.5,0.9,0,2.11,4.93,0.13,0
Jules Bernard,MIN,4,14.600000000000001,3.8,3,1.5999999999999999,3.65,0.95,0.75,0.4
L.J. Cryer,GSW,7,14.399999999999999,8,6.7,3.8000000000000003,2.06,1.14,0.96,0.54
Chris Livingston,MIL,3,14.1,3.8,1.1,0,4.7,1.27,0.37,0
Moses Brown,DEN,2,13.700000000000001,11.2,0,0,6.85,5.6,0,0
Mo Bamba,UTA,2,13.6,8.6,5.8,2.9,6.8,4.3,2.9,1.45
Isaiah Stevens,SAC,4,13.4,4,10.9,0.4,3.35,1,2.73,0.1
Brice Williams,DET,4,13,1.2,0.8,2.9,3.25,0.3,0.2,0.73
Nate Williams,LAL,5,12.3,10.6,0.7,2.2,2.46,2.12,0.14,0.44
Tristen Newton,MIN,4,12.299999999999999,3.1,5.3,0.8,3.08,0.78,1.33,0.2
Riley Minix,SAS,7,12.299999999999999,10.1,5.5,2.3,1.76,1.44,0.79,0.33
Noa Essengue,CHI,7,12.2,3.2,5.1,0.2,1.74,0.46,0.73,0.03
Dain Dainja,MIA,2,12,4,0,0,6,2,0,0
Christian Shumate,NOP,1,11.5,2.9,0,0,11.5,2.9,0,0
Drew Peterson,CHA,9,11.4,15.3,6.1,1.4,1.27,1.7,0.68,0.16
Garrett Temple,TOR,11,11.3,4.1,4.199999999999999,2.8,1.03,0.37,0.38,0.25
Alex Len,NYK,2,11.1,4.5,0.4,0,5.55,2.25,0.2,0
Lamont Butler,ATL,1,10.9,2.2,1.8,1.1,10.9,2.2,1.8,1.1
Jahmyl Telfort,LAC,9,10.7,5.199999999999999,0.2,1.4,1.19,0.58,0.02,0.16
Joe Ingles,MIN,14,10.500000000000002,7,28.299999999999997,2.7,0.75,0.5,2.02,0.19
Trey Alexander,NOP,5,10.5,1.3,2.1,0.7,2.1,0.26,0.42,0.14
Seth Curry,GSW,2,10.1,2.1,1.6,1,5.05,1.05,0.8,0.5
Zyon Pullin,MIN,3,10,4,5.9,1.4,3.33,1.33,1.97,0.47
Gabe McGlothan,IND,4,9.8,5.5,3.1,2,2.45,1.38,0.78,0.5
Leaky Black,WAS,1,9.8,11,0,0,9.8,11,0,0
Cody Martin,IND,4,9.7,19.099999999999998,3,0,2.42,4.77,0.75,0
Nikola Đurišić,ATL,2,9.3,1.1,1.5,1.2000000000000002,4.65,0.55,0.75,0.6
Matt Ryan,NYK,3,9.2,4.5,5.2,2.4,3.07,1.5,1.73,0.8
Bismack Biyombo,SAS,14,8.7,14.3,4.4,0,0.62,1.02,0.31,0
Jason Preston,LAC,3,8.1,4.8,4.199999999999999,0,2.7,1.6,1.4,0
Olivier Sarr,TOR,4,8,6,1.8,0,2,1.5,0.45,0
Patrick Baldwin Jr.,LAC,7,7.9,12.799999999999999,4.3,0.3,1.13,1.83,0.61,0.04
Mac McClung,IND,4,7.8,1.9000000000000001,1,0.8999999999999999,1.95,0.48,0.25,0.22
Charles Bassey,ATL,4,7.6000000000000005,19.6,1.4000000000000001,0,1.9,4.9,0.35,0
Cormac Ryan,MIL,2,7.5,1.4,0,0.8,3.75,0.7,0,0.4
Jackson Rowe,GSW,5,7.4,8.700000000000001,1.9,0.6,1.48,1.74,0.38,0.12
David Roddy,TOR,2,7.300000000000001,1.5,0.5,1,3.65,0.75,0.25,0.5
Alize Johnson,MIN,4,7.2,10.2,0.2,0,1.8,2.55,0.05,0
Marques Bolden,GSW,2,5.800000000000001,2.7,0,0,2.9,1.35,0,0
Tamar Bates,DEN,3,5.8,0,0.8,0,1.93,0,0.27,0
Matthew Cleveland,DAL,1,5.8,3.3,1.7,0.8,5.8,3.3,1.7,0.8
John Tonje,UTA,3,5.8,9.6,0,0,1.93,3.2,0,0
Jaden Springer,NOP,1,5.8,0,2.9,0,5.8,0,2.9,0
Terry Rozier,MIA,1,5.4,2.7,0,0,5.4,2.7,0,0
Trentyn Flowers,CHI,1,5.4,1.4,0,0,5.4,1.4,0,0
Jalen Bridges,BOS,3,4.9,3.5,1.4,1,1.63,1.17,0.47,0.33
Miller Kopp,CLE,2,4.7,1.2,0,0.7,2.35,0.6,0,0.35
Jalen Slawson,IND,4,4.5,3.6,2,0.6,1.13,0.9,0.5,0.15
Adam Flagler,SAS,2,4.2,1,1.8,0.8,2.1,0.5,0.9,0.4
Kendall Brown,BOS,3,4.2,1.4,0.8,0,1.4,0.47,0.27,0
Keshon Gilbert,WAS,3,4.1,3,1,0,1.37,1,0.33,0
Gabe Madsen,MIA,2,3.8000000000000003,2,1.7,0.9,1.9,1,0.85,0.45
Jared Rhoden,TOR,2,3.7,1,1.5,0,1.85,0.5,0.75,0
Eli John Ndiaye,ATL,2,3.5,1.1,0,0,1.75,0.55,0,0
Anton Watson,LAL,4,3.4000000000000004,2.6999999999999997,4.699999999999999,1.1,0.85,0.68,1.17,0.28
Brandon Clarke,MEM,2,3.1999999999999997,3.9,0.1,0,1.6,1.95,0.05,0
Dillon Jones,WAS,6,3.1,16.7,3.8,0.2,0.52,2.78,0.63,0.03
Norchad Omier,CLE,1,3.1,2.1,0,0,3.1,2.1,0,0
Braxton Key,MEM,1,3,2.3,0.4,0,3,2.3,0.4,0
Dalano Banton,LAC,4,3,0.3,0.8,0,0.75,0.08,0.2,0
David Duke Jr.,PHX,3,2.8,5.8999999999999995,5.1,0.6,0.93,1.97,1.7,0.2
Tyler Smith,MIL,2,2.5,0.8,0.8,0,1.25,0.4,0.4,0
RJ Luis Jr.,BOS,3,2.5,1.5,0,0,0.83,0.5,0,0
Ibou Badji,CHA,1,2.1,3.2,0,0,2.1,3.2,0,0
Mouhamadou Gueye,CHI,2,2.1,1.1,0,0,1.05,0.55,0,0
Chaney Johnson,CLE,1,2.1,0,0.5,0,2.1,0,0.5,0
Max Shulga,BOS,4,1.8,1.4,1,0,0.45,0.35,0.25,0
Cameron Matthews,HOU,3,1.6,4.1,6.2,0,0.53,1.37,2.07,0
Jalen Crutcher,ORL,1,1.6,0,0,0.5,1.6,0,0,0.5
Buddy Boeheim,OKC,2,1.3,0,0,0.4,0.65,0,0,0.2
Tyler Burton,MEM,2,1.1,1.3,0,0,0.55,0.65,0,0
CJ Huntley,PHX,1,1.1,0.6,0,0,1.1,0.6,0,0
Kessler Edwards,DEN,2,0.8,2.5,0,0,0.4,1.25,0,0
Spencer Dinwiddie,CHA,2,0.7,0.3,2.6,0,0.35,0.15,1.3,0
Chris Mañon,LAL,4,0.6,1.8,0.3,0,0.15,0.45,0.08,0
Delon Wright,IND,1,0.4,0,0,0,0.4,0,0,0
Saint Thomas,PHI,1,0,0,0,0,0,0,0,0
Taevion Kinsey,GSW,3,0,2.1,0.5,0,0,0.7,0.17,0
Charles Bediako,DET,2,0,1.1,0,0,0,0.55,0,0
Emoni Bates,PHI,1,0,0,0,0,0,0,0,0
Fanbo Zeng,BKN,1,0,0,0,0,0,0,0,0
Dennis Smith Jr.,DAL,2,0,0.7999999999999999,0.8999999999999999,0,0,0.4,0.45,0
Dariq Whitehead,BKN,1,0,0,0.5,0,0,0,0.5,0
Nate Hinton,MEM,1,0,0,0,0,0,0,0,0
Darius Brown II,CLE,1,0,0.8,0,0,0,0.8,0,0
