playerName,team,games,points,rebounds,assists,threes,pointsPerGame,reboundsPerGame,assistsPerGame,threesPerGame
Luke Kennard,ATL,57,439.6000000000001,143.79999999999998,124.29999999999998,115.60000000000001,7.71,2.52,2.18,2.03
Davion Mitchell,MIA,51,437.5,142.2,340.99999999999994,71.79999999999998,8.58,2.79,6.69,1.41
Jordan Clarkson,NYK,57,436.20000000000005,117.30000000000003,92,55.00000000000001,7.65,2.06,1.61,0.96
Daniss Jenkins,DET,52,436.0999999999999,122.10000000000002,175.00000000000003,56.50000000000002,8.39,2.35,3.37,1.09
Kevin Huerter,CHI,51,429.1000000000001,174.89999999999995,126.60000000000001,76,8.41,3.43,2.48,1.49
Bruce Brown,DEN,63,426.7,254.00000000000006,140.5,41.4,6.77,4.03,2.23,0.66
Khris Middleton,WAS,42,426.5,200.99999999999997,157.7,55.4,10.15,4.79,3.75,1.32
Ryan Kalkbrenner,CHA,53,424.4,332.2,59.199999999999996,0,8.01,6.27,1.12,0
Aaron Gordon,DEN,26,424.29999999999995,150.2,50.3,53.2,16.32,5.78,1.93,2.05
Isaac Okoro,CHI,55,423.1000000000001,192.4,93.2,65.7,7.69,3.5,1.69,1.19
Corey Kispert,WAS,43,422.8999999999999,145.9,93.19999999999999,86.3,9.83,3.39,2.17,2.01
Javonte Green,DET,60,418.8000000000001,197.9,49.400000000000006,74.50000000000001,6.98,3.3,0.82,1.24
Moussa Diabate,CHA,57,418.7,428.19999999999993,89.50000000000001,0.6,7.35,7.51,1.57,0.01
Cameron Johnson,DEN,39,417.5999999999999,160.6,99.7,80.00000000000001,10.71,4.12,2.56,2.05
Kris Dunn,LAC,60,411.59999999999997,205.99999999999997,221.20000000000002,55.199999999999996,6.86,3.43,3.69,0.92
Jonas Valanciunas,DEN,51,411.5999999999999,258.90000000000003,75.7,8.399999999999999,8.07,5.08,1.48,0.16
Anthony Davis,DAL,24,407.4999999999999,201.20000000000002,60.800000000000004,8.1,16.98,8.38,2.53,0.34
Quinten Post,GSW,60,406.4,234.20000000000005,101.49999999999999,97.6,6.77,3.9,1.69,1.63
Miles McBride,NYK,40,404.5999999999999,116.89999999999999,111.10000000000002,109.99999999999999,10.11,2.92,2.78,2.75
Dominick Barlow,PHI,51,404.19999999999993,284.09999999999997,80.9,27.6,7.93,5.57,1.59,0.54
Luguentz Dort,OKC,51,401.3999999999999,193.69999999999993,69.2,112.39999999999998,7.87,3.8,1.36,2.2
Marcus Smart,LAL,50,401.2,143.10000000000002,136.60000000000002,68.20000000000002,8.02,2.86,2.73,1.36
