date,selectedRank,playerName,teamCode,gameKey,market,side,tier,month,modelLine,lineBucket,actualValue,modelCorrect,estimatedAccuracyPriorPct,priorBucket,finalScore,finalScoreBucket,matchStatus,strictProofMatch,candidateCount,sameSideCount,lineMatchCount,externalLine,externalOdds,priceBucket,externalBook,externalSource,externalSourceUrl,lineTimestampUtc,gameTimeUtc,closeLine,closeOdds,closeTimestampUtc,resultAtExternalLine,stakeUnits,profitUnits,lineClv,oddsClv,coverageTier,coverageLine,coverageOdds,coverageBook,coverageSource,coverageSourceUrl,coverageIsExternal,coverageIsExactExternal,coverageLineGap,coverageAbsLineGap,coverageSideAwareLineGap,resultAtCoverageLine,coverageStakeUnits,coverageProfitUnits
2026-01-12,2,Jake LaRavia,LAL,0022500562,PTS,UNDER,S,2026-01,10.5,10-14.5,2.0,True,95.15,94+,0.91027,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,10.5,-123.5,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8499200&market=points,,,,,,WIN,1.0,0.809717,,,EXACT_EXTERNAL_LINE_VALID_ODDS,10.5,-123.5,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8499200&market=points,True,True,0.0,0.0,0.0,WIN,1.0,0.809717
2026-01-12,3,Scottie Barnes,TOR,0022500560,PTS,UNDER,S,2026-01,18.5,15-19.5,15.0,True,94.8,94+,0.865684,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,19.5,-127.5,-149 to -120,underdog,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8499210&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,19.5,-127.5,underdog,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8499210&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.784314
2026-01-12,4,Svi Mykhailiuk,UTA,0022500558,AST,OVER,S,2026-01,1.5,<5,3.0,True,93.7,92-94,0.831416,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,-128.0,-149 to -120,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8499190&market=assists,,,,,,WIN,1.0,0.78125,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,-128.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8499190&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.78125
2026-01-12,5,Terance Mann,BKN,0022500561,RA,OVER,A,2026-01,4.5,<5,9.0,True,90.71,90-92,0.907832,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,4.5,-119.0,-119 to -100,bet365,scoresandodds,https://www.scoresandodds.com/nba/mavericks-vs-nets,,,,,,WIN,1.0,0.840336,,,EXACT_EXTERNAL_LINE_VALID_ODDS,4.5,-119.0,bet365,scoresandodds,https://www.scoresandodds.com/nba/mavericks-vs-nets,True,True,0.0,0.0,0.0,WIN,1.0,0.840336
2026-01-12,6,Brook Lopez,LAC,0022500563,THREES,OVER,A,2026-01,0.5,<5,3.0,True,90.71,90-92,0.855463,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,0.5,-213.5,<=-200,caesars,scoresandodds,https://www.scoresandodds.com/nba/clippers-vs-hornets,,,,,,WIN,1.0,0.468384,,,EXACT_EXTERNAL_LINE_VALID_ODDS,0.5,-213.5,caesars,scoresandodds,https://www.scoresandodds.com/nba/clippers-vs-hornets,True,True,0.0,0.0,0.0,WIN,1.0,0.468384
2026-01-13,1,De'Aaron Fox,SAS,0022500568,PTS,UNDER,S,2026-01,17.5,15-19.5,14.0,True,95.15,94+,0.907955,0.90+,NO_PLAYER_MARKET_LINE,False,0,0,0,,,UNKNOWN,,,,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,17.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,WIN,1.0,0.909091
2026-01-13,2,Julius Randle,MIN,0022500566,REB,UNDER,S,2026-01,8.5,5-9.5,8.0,True,94.8,94+,0.901573,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,8.5,-137.0,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515590&market=rebounds,,,,,,WIN,1.0,0.729927,,,EXACT_EXTERNAL_LINE_VALID_ODDS,8.5,-137.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515590&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.729927
2026-01-13,3,Andrew Wiggins,MIA,0022500564,PTS,UNDER,S,2026-01,13.5,10-14.5,8.0,True,95.15,94+,0.901247,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,14.5,-115.0,-119 to -100,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515570&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,14.5,-115.0,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515570&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.869565
2026-01-13,4,Saddiq Bey,NOP,0022500567,REB,UNDER,S,2026-01,4.5,<5,4.0,True,94.8,94+,0.847167,0.80-0.85,NO_EXACT_LINE_MATCH,False,2,1,0,5.5,-115.0,-119 to -100,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515580&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,5.5,-115.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515580&market=rebounds,True,False,1.0,1.0,-1.0,WIN,1.0,0.869565
2026-01-13,5,Jaylin Williams,OKC,0022500568,AST,OVER,S,2026-01,1.5,<5,5.0,True,95.15,94+,0.838147,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,105.0,+100 to +149,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515630&market=assists,,,,,,WIN,1.0,1.05,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,105.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8515630&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,1.05
2026-01-13,6,Jrue Holiday,POR,0022500570,RA,OVER,A,2026-01,7.5,5-9.5,11.0,True,90.71,90-92,0.937403,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,7.5,-136.5,-149 to -120,fanduel,scoresandodds,https://www.scoresandodds.com/nba/trail-blazers-vs-warriors,,,,,,WIN,1.0,0.732601,,,EXACT_EXTERNAL_LINE_VALID_ODDS,7.5,-136.5,fanduel,scoresandodds,https://www.scoresandodds.com/nba/trail-blazers-vs-warriors,True,True,0.0,0.0,0.0,WIN,1.0,0.732601
2026-01-14,1,Quentin Grimes,PHI,0022500572,REB,UNDER,S,2026-01,2.5,<5,5.0,False,95.15,94+,0.877785,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,3.5,105.0,+100 to +149,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519450&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,3.5,105.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519450&market=rebounds,True,False,1.0,1.0,-1.0,LOSS,1.0,-1.0
2026-01-14,2,Matas Buzelis,CHI,0022500573,PTS,UNDER,S,2026-01,17.5,15-19.5,7.0,True,94.8,94+,0.857844,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,18.5,-112.0,-119 to -100,sleeper,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519480&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,18.5,-112.0,sleeper,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519480&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.892857
2026-01-14,3,Brandon Ingram,TOR,0022500571,PTS,OVER,A,2026-01,25.5,25-29.5,30.0,True,91.06,90-92,0.941542,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,23.5,-120.0,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519470&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,23.5,-120.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519470&market=points,True,False,-2.0,2.0,-2.0,WIN,1.0,0.833333
2026-01-14,4,Russell Westbrook,SAC,0022500576,RA,OVER,A,2026-01,10.5,10-14.5,17.0,True,90.71,90-92,0.926978,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,10.5,-110.5,-119 to -100,hardrock,scoresandodds,https://www.scoresandodds.com/nba/kings-vs-knicks,,,,,,WIN,1.0,0.904977,,,EXACT_EXTERNAL_LINE_VALID_ODDS,10.5,-110.5,hardrock,scoresandodds,https://www.scoresandodds.com/nba/kings-vs-knicks,True,True,0.0,0.0,0.0,WIN,1.0,0.904977
2026-01-14,5,Brook Lopez,LAC,0022500577,REB,UNDER,A,2026-01,5.5,5-9.5,4.0,True,90.71,90-92,0.884701,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,5.5,-148.5,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519510&market=rebounds,,,,,,WIN,1.0,0.673401,,,EXACT_EXTERNAL_LINE_VALID_ODDS,5.5,-148.5,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519510&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.673401
2026-01-14,6,Terance Mann,BKN,0022500574,AST,OVER,A,2026-01,2.5,<5,3.0,True,90.71,90-92,0.868801,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,2.5,-105.0,-119 to -100,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519490&market=assists,,,,,,WIN,1.0,0.952381,,,EXACT_EXTERNAL_LINE_VALID_ODDS,2.5,-105.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8519490&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,0.952381
2026-01-15,1,Jerami Grant,POR,0022500585,REB,UNDER,S,2026-01,2.5,<5,2.0,True,95.15,94+,0.915706,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,3.5,-110.0,-119 to -100,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527770&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,3.5,-110.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527770&market=rebounds,True,False,1.0,1.0,-1.0,WIN,1.0,0.909091
2026-01-15,2,Cade Cunningham,DET,0022500579,PTS,UNDER,S,2026-01,25.5,25-29.5,10.0,True,95.15,94+,0.906815,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,26.5,-122.0,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527710&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,26.5,-122.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527710&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.819672
2026-01-15,3,Victor Wembanyama,SAS,0022500582,REB,UNDER,S,2026-01,10.5,10-14.5,10.0,True,94.8,94+,0.887007,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,10.5,-127.5,-149 to -120,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527730&market=rebounds,,,,,,WIN,1.0,0.784314,,,EXACT_EXTERNAL_LINE_VALID_ODDS,10.5,-127.5,riverscasino,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527730&market=rebounds,True,True,0.0,0.0,0.0,WIN,1.0,0.784314
2026-01-15,4,Paolo Banchero,ORL,0022500578,PTS,UNDER,S,2026-01,22.5,20-24.5,26.0,False,94.8,94+,0.876186,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,23.5,-121.0,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527720&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,23.5,-121.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527720&market=points,True,False,1.0,1.0,-1.0,LOSS,1.0,-1.0
2026-01-15,5,Amen Thompson,HOU,0022500581,PRA,OVER,A,2026-01,20.5,20-24.5,25.0,True,90.71,90-92,0.935536,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,20.5,-127.0,-149 to -120,fanduel,scoresandodds,https://www.scoresandodds.com/nba/rockets-vs-thunder,,,,,,WIN,1.0,0.787402,,,EXACT_EXTERNAL_LINE_VALID_ODDS,20.5,-127.0,fanduel,scoresandodds,https://www.scoresandodds.com/nba/rockets-vs-thunder,True,True,0.0,0.0,0.0,WIN,1.0,0.787402
2026-01-15,6,Collin Gillespie,PHX,0022500579,AST,OVER,A,2026-01,5.5,5-9.5,6.0,True,91.06,90-92,0.875467,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,4.5,110.0,+100 to +149,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527710&market=assists,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,4.5,110.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8527710&market=assists,True,False,-1.0,1.0,-1.0,WIN,1.0,1.1
2026-01-16,1,Maxime Raynaud,SAC,0022500592,PTS,UNDER,S,2026-01,9.0,5-9.5,4.0,True,95.15,94+,0.924535,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,10.5,-117.5,-119 to -100,fanduel,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535290&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,10.5,-117.5,fanduel,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535290&market=points,True,False,1.5,1.5,-1.5,WIN,1.0,0.851064
2026-01-16,2,Naz Reid,MIN,0022500591,PTS,UNDER,S,2026-01,14.5,10-14.5,25.0,False,94.8,94+,0.852113,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,14.5,-123.5,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535310&market=points,,,,,,LOSS,1.0,-1.0,,,EXACT_EXTERNAL_LINE_VALID_ODDS,14.5,-123.5,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535310&market=points,True,True,0.0,0.0,0.0,LOSS,1.0,-1.0
2026-01-16,3,Justin Champagnie,WAS,0022500592,AST,OVER,S,2026-01,1.5,<5,2.0,True,93.7,92-94,0.821836,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,102.0,+100 to +149,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535290&market=assists,,,,,,WIN,1.0,1.02,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,102.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535290&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,1.02
2026-01-16,4,Quentin Grimes,PHI,0022500589,PRA,UNDER,A,2026-01,28.5,25-29.5,25.0,True,90.71,90-92,0.928629,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,28.5,-115.0,-119 to -100,draftkings,scoresandodds,https://www.scoresandodds.com/nba/76ers-vs-cavaliers,,,,,,WIN,1.0,0.869565,,,EXACT_EXTERNAL_LINE_VALID_ODDS,28.5,-115.0,draftkings,scoresandodds,https://www.scoresandodds.com/nba/76ers-vs-cavaliers,True,True,0.0,0.0,0.0,WIN,1.0,0.869565
2026-01-16,5,Terance Mann,BKN,0022500587,AST,UNDER,A,2026-01,1.5,<5,0.0,True,90.71,90-92,0.88022,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,112.5,+100 to +149,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535330&market=assists,,,,,,WIN,1.0,1.125,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,112.5,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535330&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,1.125
2026-01-16,6,Amen Thompson,HOU,0022500591,REB,UNDER,A,2026-01,7.5,5-9.5,7.0,True,91.06,90-92,0.856893,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,8.5,-117.0,-119 to -100,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535310&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,8.5,-117.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8535310&market=rebounds,True,False,1.0,1.0,-1.0,WIN,1.0,0.854701
2026-01-17,1,Jaylin Williams,OKC,0022500597,AST,OVER,S,2026-01,1.5,<5,4.0,True,95.15,94+,0.870005,0.85-0.90,MATCHED_EXACT_LINE_INVALID_ODDS,False,2,1,1,1.5,-18.5,UNKNOWN,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8539850&market=assists,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,1.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,WIN,1.0,0.909091
2026-01-17,2,Isaiah Stewart,DET,0022500595,PTS,UNDER,S,2026-01,8.5,5-9.5,7.0,True,94.8,94+,0.868934,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,8.5,-121.5,-149 to -120,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8539820&market=points,,,,,,WIN,1.0,0.823045,,,EXACT_EXTERNAL_LINE_VALID_ODDS,8.5,-121.5,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8539820&market=points,True,True,0.0,0.0,0.0,WIN,1.0,0.823045
2026-01-17,3,De'Aaron Fox,SAS,0022500598,PTS,UNDER,S,2026-01,18.5,15-19.5,25.0,False,94.8,94+,0.851031,0.85-0.90,NO_PLAYER_MARKET_LINE,False,0,0,0,,,UNKNOWN,,,,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,18.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,LOSS,1.0,-1.0
2026-01-17,4,Ryan Dunn,PHX,0022500596,AST,OVER,S,2026-01,1.5,<5,2.0,True,93.7,92-94,0.82174,0.80-0.85,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,1.5,150.0,+150 to +199,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8539810&market=assists,,,,,,WIN,1.0,1.5,,,EXACT_EXTERNAL_LINE_VALID_ODDS,1.5,150.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8539810&market=assists,True,True,0.0,0.0,0.0,WIN,1.0,1.5
2026-01-17,5,Jake LaRavia,LAL,0022500601,PRA,UNDER,A,2026-01,23.5,20-24.5,11.0,True,90.71,90-92,0.92942,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,23.5,-115.0,-119 to -100,bet365,scoresandodds,https://www.scoresandodds.com/nba/lakers-vs-trail-blazers,,,,,,WIN,1.0,0.869565,,,EXACT_EXTERNAL_LINE_VALID_ODDS,23.5,-115.0,bet365,scoresandodds,https://www.scoresandodds.com/nba/lakers-vs-trail-blazers,True,True,0.0,0.0,0.0,WIN,1.0,0.869565
2026-01-17,6,Kyle Filipowski,UTA,0022500593,REB,OVER,A,2026-01,9.5,5-9.5,12.0,True,90.71,90-92,0.913345,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,8.5,-128.0,-149 to -120,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8539880&market=rebounds,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,8.5,-128.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8539880&market=rebounds,True,False,-1.0,1.0,-1.0,WIN,1.0,0.78125
2026-01-18,1,Paolo Banchero,ORL,0022500602,PTS,UNDER,S,2026-01,22.5,20-24.5,16.0,True,94.8,94+,0.876737,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,23.0,-127.0,-149 to -120,prizepicks,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543490&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,23.0,-127.0,prizepicks,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543490&market=points,True,False,0.5,0.5,-0.5,WIN,1.0,0.787402
2026-01-18,2,LaMelo Ball,CHA,0022500605,PTS,UNDER,S,2026-01,18.25,15-19.5,10.0,True,94.8,94+,0.864119,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,18.5,-123.5,-149 to -120,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543540&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,18.5,-123.5,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543540&market=points,True,False,0.25,0.25,-0.25,WIN,1.0,0.809717
2026-01-18,3,Kevin Durant,HOU,0022500604,PRA,UNDER,A,2026-01,35.5,30+,32.0,True,90.71,90-92,0.937289,0.90+,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,35.5,-121.0,-149 to -120,bet365,scoresandodds,https://www.scoresandodds.com/nba/pelicans-vs-rockets,,,,,,WIN,1.0,0.826446,,,EXACT_EXTERNAL_LINE_VALID_ODDS,35.5,-121.0,bet365,scoresandodds,https://www.scoresandodds.com/nba/pelicans-vs-rockets,True,True,0.0,0.0,0.0,WIN,1.0,0.826446
2026-01-18,4,Jamal Shead,TOR,0022500607,AST,UNDER,A,2026-01,5.5,5-9.5,3.0,True,91.06,90-92,0.911446,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,6.5,-105.0,-119 to -100,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543520&market=assists,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,6.5,-105.0,bet365,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543520&market=assists,True,False,1.0,1.0,-1.0,WIN,1.0,0.952381
2026-01-18,5,Cam Spencer,MEM,0022500602,AST,UNDER,A,2026-01,4.5,<5,3.0,True,91.06,90-92,0.904615,0.90+,NO_EXACT_LINE_MATCH,False,2,1,0,5.5,100.0,+100 to +149,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543490&market=assists,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,5.5,100.0,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543490&market=assists,True,False,1.0,1.0,-1.0,WIN,1.0,1.0
2026-01-18,6,Derik Queen,NOP,0022500604,REB,UNDER,A,2026-01,6.5,5-9.5,4.0,True,91.06,90-92,0.877755,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,7.5,1.5,UNKNOWN,hardrock,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8543510&market=rebounds,,,,,,,,,,,INTERNAL_MODEL_LINE_ASSUMED_ODDS,6.5,-110.0,assumed,internal-model-line-assumed-odds,,False,False,0.0,0.0,0.0,WIN,1.0,0.909091
2026-01-19,1,Keldon Johnson,SAS,0022500611,PTS,UNDER,S,2026-01,13.5,10-14.5,2.0,True,94.8,94+,0.863243,0.85-0.90,MATCHED_EXACT_LINE_VALID_ODDS,True,2,1,1,13.5,-115.0,-119 to -100,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8547290&market=points,,,,,,WIN,1.0,0.869565,,,EXACT_EXTERNAL_LINE_VALID_ODDS,13.5,-115.0,fanatics,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8547290&market=points,True,True,0.0,0.0,0.0,WIN,1.0,0.869565
2026-01-19,2,John Collins,LAC,0022500608,PTS,UNDER,S,2026-01,14.5,10-14.5,11.0,True,94.8,94+,0.853791,0.85-0.90,NO_EXACT_LINE_MATCH,False,2,1,0,15.5,-114.0,-119 to -100,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8547320&market=points,,,,,,,,,,,NEAREST_EXTERNAL_LINE_VALID_ODDS,15.5,-114.0,draftkings,scoresandodds,https://rga51lus77.execute-api.us-east-1.amazonaws.com/prod/market-comparison?event=nba/8547320&market=points,True,False,1.0,1.0,-1.0,WIN,1.0,0.877193
